hotel_name,location,country,description,amenities,rating,contact,website_url,source_url,latitude,longitude
Muthu Silver Springs Hotel,Nairobi,Kenya,"Muthu Silver Springs Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,+254 7030 48000,https://www.muthuhotelsmgm.com/muthu-silver-springs-hotel.html,https://www.openstreetmap.org/node/30030203,-1.2948671,36.8029188
Olive Gardens,Nairobi,Kenya,"Olive Gardens is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/30210283,-1.2942562,36.7960167
Nairobi Serena Hotel,Nairobi,Kenya,"Nairobi Serena Hotel is an accommodation option in Nairobi, Kenya.",wheelchair,Not listed,,,https://www.openstreetmap.org/node/30215036,-1.2872567,36.8143511
High Point Hotel,Nairobi,Kenya,"High Point Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/30215039,-1.2942548,36.8163654
Southern Sun Mayfair,Nairobi,Kenya,"Southern Sun Mayfair is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/30324281,-1.2631189,36.8079841
Insomnia Bar and lounge,Nairobi,Kenya,"Insomnia Bar and lounge is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/30324312,-1.2643036,36.8100102
Parklands Shade Hotel K1 Clubhouse,Nairobi,Kenya,"Parklands Shade Hotel K1 Clubhouse is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/30402749,-1.2685831,36.8112842
Kivi Milimani,Nairobi,Kenya,"Kivi Milimani is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/30406081,-1.2888973,36.8057628
Sagret Hotel Equatorial,Nairobi,Kenya,"Sagret Hotel Equatorial is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/30406082,-1.2890001,36.8042077
Panari Group,Nairobi,Kenya,"Panari Group is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,+254 711 091000,,https://www.openstreetmap.org/node/30695846,-1.329029,36.8559302
Windsor Golf Hotel & Country Club,Nairobi,Kenya,"Windsor Golf Hotel & Country Club is an accommodation option in Nairobi, Kenya.",internet_access,Not listed,+254208647000,https://www.windsorgolfresort.com/,https://www.openstreetmap.org/node/272320860,-1.2101137,36.8512283
China Garden,Nairobi,Kenya,"China Garden is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/280242935,-1.2325571,36.8121549
Wasini Luxury Homes,Nairobi,Kenya,"Wasini Luxury Homes is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/291529201,-1.2616151,36.7881205
Karen Lodge,Nairobi,Kenya,"Karen Lodge is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/374275570,-1.3091392,36.704624
Safari Park Hotel,Nairobi,Kenya,"Safari Park Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/473447881,-1.2252212,36.883482
Aero Club of East Africa,Nairobi,Kenya,"Aero Club of East Africa is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/521103937,-1.3222748,36.8088297
Mayfield Guest House,Nairobi,Kenya,"Mayfield Guest House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/583157822,-1.296813,36.800899
Glory Food hotel,Nairobi,Kenya,"Glory Food hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/612007668,-1.3116065,36.7955824
Kwa Izo Hotel,Nairobi,Kenya,"Kwa Izo Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/612007837,-1.3126591,36.7850454
Wefwe Guest House,Nairobi,Kenya,"Wefwe Guest House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/612008680,-1.3153891,36.7950862
Mzambani hotel,Nairobi,Kenya,"Mzambani hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/612009131,-1.3127733,36.7998805
Bidwod Suites,Nairobi,Kenya,"Bidwod Suites is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/651302310,-1.2582984,36.8010448
Redbrick Hotel,Nairobi,Kenya,"Redbrick Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/701434459,-1.3417207,36.7472869
La Mada,Nairobi,Kenya,"La Mada is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/703562850,-1.2446706,36.8593253
Samra Hotel,Nairobi,Kenya,"Samra Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/720900800,-1.3134035,36.8283332
Presbyterian Guest House and Conference Center,Nairobi,Kenya,"Presbyterian Guest House and Conference Center is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/720900812,-1.3126837,36.8248067
Ngong Hills Hotel,Nairobi,Kenya,"Ngong Hills Hotel is an accommodation option in Nairobi, Kenya.",wheelchair,Not listed,,,https://www.openstreetmap.org/node/771252810,-1.2994047,36.7918327
Sankara Hotel,Nairobi,Kenya,"Sankara Hotel is an accommodation option in Nairobi, Kenya.",internet_access,Not listed,,https://sankara.com/,https://www.openstreetmap.org/node/968570105,-1.2627477,36.8023065
Blessed adolph kolping retreat and conference centre,Nairobi,Kenya,"Blessed adolph kolping retreat and conference centre is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1038219161,-1.2510697,36.8761742
Feeders bar and restaurant,Nairobi,Kenya,"Feeders bar and restaurant is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1038219190,-1.2526657,36.8657329
Margarita House,Nairobi,Kenya,"Margarita House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1078529085,-1.3262446,36.7232497
Giraffe Manor,Nairobi,Kenya,"Giraffe Manor is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1078542346,-1.3753869,36.744518
Oak Place Conference and Training Centre,Nairobi,Kenya,"Oak Place Conference and Training Centre is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1116175855,-1.2172741,36.8525715
Jimlizer Hotel,Nairobi,Kenya,"Jimlizer Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1276749986,-1.2859077,36.8804119
Adak House,Nairobi,Kenya,"Adak House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1333619847,-1.2883255,36.8008658
Reata Serviced Apartments,Nairobi,Kenya,"Reata Serviced Apartments is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1333619858,-1.2899767,36.8043712
Woodland Court,Nairobi,Kenya,"Woodland Court is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1333644465,-1.2871729,36.7988053
Health Services Apartment,Nairobi,Kenya,"Health Services Apartment is an accommodation option in Nairobi, Kenya.",internet_access,Not listed,,,https://www.openstreetmap.org/node/1333644481,-1.2899319,36.8048166
New Hotel Salama Annex,Nairobi,Kenya,"New Hotel Salama Annex is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1333644545,-1.2887395,36.8022577
Servants Quarter entrance,Nairobi,Kenya,"Servants Quarter entrance is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1333647998,-1.2902902,36.8014644
Kenya Comfort Suites,Nairobi,Kenya,"Kenya Comfort Suites is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1333649594,-1.2897657,36.8047147
Manyatta Backpackers & Safari,Nairobi,Kenya,"Manyatta Backpackers & Safari is an accommodation option in Nairobi, Kenya.",internet_access,Not listed,,,https://www.openstreetmap.org/node/1333664945,-1.289045,36.8026934
Lower Guest House,Nairobi,Kenya,"Lower Guest House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1333669428,-1.2902772,36.8014369
Hill Joy Hotel,Nairobi,Kenya,"Hill Joy Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1419004981,-1.3148454,36.8856
YMCA RECEPTION,Nairobi,Kenya,"YMCA RECEPTION is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1420033881,-1.2801517,36.8126725
Nibs,Nairobi,Kenya,"Nibs is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1427903829,-1.2759102,36.7920956
Metameta lodging,Nairobi,Kenya,"Metameta lodging is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1432508017,-1.315818,36.8752412
PCEA YMCA Hostels,Nairobi,Kenya,"PCEA YMCA Hostels is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1453529187,-1.3156187,36.8356369
Ambassador Hotel,Nairobi,Kenya,"Ambassador Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1507553629,-1.2855476,36.8261757
Muthaiga Country Club,Nairobi,Kenya,"Muthaiga Country Club is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,https://www.mcc.co.ke/,https://www.openstreetmap.org/node/1508496993,-1.2591082,36.837137
Kafoca-Mukuru Studyville Hostel,Nairobi,Kenya,"Kafoca-Mukuru Studyville Hostel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1577711340,-1.3084418,36.8183023
The Bounty Hotel,Nairobi,Kenya,"The Bounty Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1578603782,-1.3110452,36.8365224
Hibiscus Guest House,Nairobi,Kenya,"Hibiscus Guest House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,http://hibiscuskenya.com/,https://www.openstreetmap.org/node/1633673599,-1.2977878,36.7812294
Delightful Living,Nairobi,Kenya,"Delightful Living is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1764173650,-1.2959735,36.774243
Community Hotel and Restaurant,Nairobi,Kenya,"Community Hotel and Restaurant is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1809764828,-1.3120132,36.7751379
Bidii Hotel,Nairobi,Kenya,"Bidii Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1828341186,-1.2505107,36.8917824
Greton Hotel,Nairobi,Kenya,"Greton Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1843448612,-1.2828558,36.8260714
Appleton Resort,Nairobi,Kenya,"Appleton Resort is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1865385825,-1.2632578,36.7929631
Heritage Hotels,Nairobi,Kenya,"Heritage Hotels is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1865392460,-1.2618828,36.7953647
Utalii Hotel,Nairobi,Kenya,"Utalii Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,http://www.utaliihotel.co.ke/,https://www.openstreetmap.org/node/1875653418,-1.2582192,36.8542218
Kenya Institute of Mass Communication Mens Hostels,Nairobi,Kenya,"Kenya Institute of Mass Communication Mens Hostels is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1960067814,-1.3106785,36.8319603
Kenya Institute of Mass Communication Ladies Hostels,Nairobi,Kenya,"Kenya Institute of Mass Communication Ladies Hostels is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1960070011,-1.3110593,36.8299808
Kenya Polytechnic Mens Hostels,Nairobi,Kenya,"Kenya Polytechnic Mens Hostels is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1960071040,-1.3121908,36.8317725
Nomad Paradise Hotel,Nairobi,Kenya,"Nomad Paradise Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,+254 728 714084,https://nomadparadisehotel.co.ke/,https://www.openstreetmap.org/node/1997615253,-1.2797626,36.8481152
Junction guest house,Nairobi,Kenya,"Junction guest house is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/2001001143,-1.3132687,36.845449
Kwa tony guest house,Nairobi,Kenya,"Kwa tony guest house is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/2001001144,-1.3111733,36.846243
KIMC Female Hostels,Nairobi,Kenya,"KIMC Female Hostels is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/2145294601,-1.3103505,36.8298232
CHAK guest house,Nairobi,Kenya,"CHAK guest house is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/2299690859,-1.2666603,36.7631725
Amani Gardens Inn,Nairobi,Kenya,"Amani Gardens Inn is an accommodation option in Nairobi, Kenya.",internet_access,Not listed,,http://www.amanigardensinn.con,https://www.openstreetmap.org/node/2315540479,-1.2633465,36.7886849
The Lexx Hotel,Nairobi,Kenya,"The Lexx Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/2330383415,-1.247666,36.8711708
Luke Hotel,Nairobi,Kenya,"Luke Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/2344361843,-1.2350539,36.8712563
Sirona Hotel,Nairobi,Kenya,"Sirona Hotel is an accommodation option in Nairobi, Kenya.",internet_access,Not listed,,www.sironahotel.com,https://www.openstreetmap.org/node/2388342442,-1.270863,36.8175545
Machu Guest House,Nairobi,Kenya,"Machu Guest House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/2405823292,-1.2481174,36.8862178
Blue Springs Hotel,Nairobi,Kenya,"Blue Springs Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/2510966665,-1.2322419,36.875263
Just At Home Guesthouse,Nairobi,Kenya,"Just At Home Guesthouse is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/2536115196,-1.2324761,36.8040361
Tara Suites,Nairobi,Kenya,"Tara Suites is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/2541863281,-1.2331315,36.805791
Shalom House,Nairobi,Kenya,"Shalom House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/2547506529,-1.2998987,36.7542875
Summerdale Inn,Nairobi,Kenya,"Summerdale Inn is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/2680561388,-1.3077386,36.8209947
EKA Hotel,Nairobi,Kenya,"EKA Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/3045694744,-1.3243132,36.8445308
Nairobi Airport Stop Over House,Nairobi,Kenya,"Nairobi Airport Stop Over House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,0722 787 182,http://www.nairobiairportstopoverhouse.com/,https://www.openstreetmap.org/node/3243326535,-1.3145068,36.8301955
New Kenya Lodge,Nairobi,Kenya,"New Kenya Lodge is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/3294731407,-1.2814042,36.8258892
Hotel Green Court,Nairobi,Kenya,"Hotel Green Court is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/3294733098,-1.2824743,36.8250754
Roussel House,Nairobi,Kenya,"Roussel House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,https://rousselhouse.com/,https://www.openstreetmap.org/node/3548861571,-1.317496,36.7116316
Ngong House Hotel,Nairobi,Kenya,"Ngong House Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/3689425951,-1.3698585,36.7505369
Khweza Bed & Breakfast,Nairobi,Kenya,"Khweza Bed & Breakfast is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,+254202672116;+254717060045,http://khweza.com/,https://www.openstreetmap.org/node/3808538848,-1.2760831,36.8248273
Dusit D2,Nairobi,Kenya,"Dusit D2 is an accommodation option in Nairobi, Kenya.",internet_access,Not listed,,,https://www.openstreetmap.org/node/3835620041,-1.2701168,36.8035082
Avocado Villas,Nairobi,Kenya,"Avocado Villas is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/3933494643,-1.2549627,36.7834099
Nairobi Airport Inn,Nairobi,Kenya,"Nairobi Airport Inn is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/3953587082,-1.3648562,36.9172955
West Wood Hotel Nairobi,Nairobi,Kenya,"West Wood Hotel Nairobi is an accommodation option in Nairobi, Kenya.",internet_access,Not listed,+254 20 217 3830,http://westwoodhotelkenya.com/,https://www.openstreetmap.org/node/4207053836,-1.2536057,36.8055764
Jaffers,Nairobi,Kenya,"Jaffers is an accommodation option in Nairobi, Kenya.",internet_access,Not listed,,,https://www.openstreetmap.org/node/4297684293,-1.2871937,36.828571
Fedha Residence,Nairobi,Kenya,"Fedha Residence is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/4316258791,-1.2898957,36.7895939
Prearea hotel,Nairobi,Kenya,"Prearea hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/4344639590,-1.2818486,36.8271582
صديق عبدالله الشرعبي,Nairobi,Kenya,"صديق عبدالله الشرعبي is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/4387424492,-1.2670883,36.7964563
Milimani Backpackers Hostel,Nairobi,Kenya,"Milimani Backpackers Hostel is an accommodation option in Nairobi, Kenya.",internet_access,Not listed,+25 4718919020,,https://www.openstreetmap.org/node/4397473204,-1.3361033,36.7317776
Parkview suites,Nairobi,Kenya,"Parkview suites is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/4405543092,-1.2849031,36.8131684
Lotos Inn & Suites,Nairobi,Kenya,"Lotos Inn & Suites is an accommodation option in Nairobi, Kenya.",internet_access,Not listed,0780168168,https://lotos.co.ke/,https://www.openstreetmap.org/node/4427474554,-1.2622272,36.8070917
Saab Royale Hotel,Nairobi,Kenya,"Saab Royale Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/4447813053,-1.3144411,36.8283786
Karen Crescent Hotel,Nairobi,Kenya,"Karen Crescent Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/4460202363,-1.3382515,36.7427108
Emerald Hotel,Nairobi,Kenya,"Emerald Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/4534024866,-1.264064,36.8037643
Grand moonlight hotel,Nairobi,Kenya,"Grand moonlight hotel is an accommodation option in Nairobi, Kenya.",internet_access,Not listed,+254716398906,,https://www.openstreetmap.org/node/4558616294,-1.2742413,36.8507894
Jamia Central Hotel,Nairobi,Kenya,"Jamia Central Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/4566588389,-1.2828644,36.8205859
Covenant Guest House,Nairobi,Kenya,"Covenant Guest House is an accommodation option in Nairobi, Kenya.","internet_access, wheelchair",Not listed,+254721815353,http://covenant.co.ke,https://www.openstreetmap.org/node/4757783289,-1.3011386,36.7564776
Arkland Palace Hotel,Nairobi,Kenya,"Arkland Palace Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/4974963309,-1.2863529,36.8271991
Eron Hotel,Nairobi,Kenya,"Eron Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/4984233687,-1.2799252,36.8239511
Tawi Hotel,Nairobi,Kenya,"Tawi Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5001805025,-1.284303,36.8274315
Jemu's,Nairobi,Kenya,"Jemu's is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5021339623,-1.2936085,36.8072942
Ginza restaurant,Nairobi,Kenya,"Ginza restaurant is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5054427023,-1.2909839,36.7829665
Lenana Suites,Nairobi,Kenya,"Lenana Suites is an accommodation option in Nairobi, Kenya.",internet_access,Not listed,+254 722 381 627,http://www.lenanasuites.com/index.php,https://www.openstreetmap.org/node/5055792721,-1.2891367,36.7850074
Radisson Blu Hotel,Nairobi,Kenya,"Radisson Blu Hotel is an accommodation option in Nairobi, Kenya.","internet_access, wheelchair",Not listed,,,https://www.openstreetmap.org/node/5068428125,-1.3022336,36.8166975
Nairobi Forest Lodge,Nairobi,Kenya,"Nairobi Forest Lodge is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5110352021,-1.2707454,36.8152622
Hilton Garden Inn Nairobi Airport,Nairobi,Kenya,"Hilton Garden Inn Nairobi Airport is an accommodation option in Nairobi, Kenya.","internet_access, wheelchair",4,+254-20-4075000,https://www.hilton.com/en/hotels/nboapgi-hilton-garden-inn-nairobi-airport/,https://www.openstreetmap.org/node/5149146395,-1.3540686,36.9071583
Palm Tree Bed & Breakfast,Nairobi,Kenya,"Palm Tree Bed & Breakfast is an accommodation option in Nairobi, Kenya.",internet_access,Not listed,+254 700 326633,http://palmtree.co.ke,https://www.openstreetmap.org/node/5173020627,-1.2965481,36.7909671
Phoenicia Hotel Kiambu,Nairobi,Kenya,"Phoenicia Hotel Kiambu is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5327820988,-1.1973121,36.8450161
Mvuli Suites,Nairobi,Kenya,"Mvuli Suites is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5328502134,-1.274254,36.818581
Reymark Hotels & Restaurants,Nairobi,Kenya,"Reymark Hotels & Restaurants is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5329699676,-1.1696867,36.827331
Moran Lounge,Nairobi,Kenya,"Moran Lounge is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5331537411,-1.2151245,36.8335509
Jade Valley,Nairobi,Kenya,"Jade Valley is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5333061188,-1.253836,36.7759067
Grevilea Court,Nairobi,Kenya,"Grevilea Court is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5333086584,-1.2553477,36.7812521
The Panari Residence,Nairobi,Kenya,"The Panari Residence is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5333131656,-1.2619609,36.7925748
Bosco Guest house,Nairobi,Kenya,"Bosco Guest house is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5333172233,-1.2708467,36.7702264
Muringa House,Nairobi,Kenya,"Muringa House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5333190862,-1.2729518,36.7633512
Afralti Conference & Guest House,Nairobi,Kenya,"Afralti Conference & Guest House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5333214377,-1.2618081,36.7595504
Convent International Guest House,Nairobi,Kenya,"Convent International Guest House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5333315841,-1.28277,36.762975
Lenana House Conference Centre Lavington,Nairobi,Kenya,"Lenana House Conference Centre Lavington is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5339094355,-1.2866872,36.764127
Summer Villa,Nairobi,Kenya,"Summer Villa is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5339126506,-1.2704654,36.7697965
Soluxe Club Kenya,Nairobi,Kenya,"Soluxe Club Kenya is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5339126544,-1.2684114,36.7741193
Elizabeth Klemenik,Nairobi,Kenya,"Elizabeth Klemenik is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5339151811,-1.2696484,36.7940699
Amani Guest House,Nairobi,Kenya,"Amani Guest House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5339199531,-1.2696229,36.798648
Oyster Ville Apartments,Nairobi,Kenya,"Oyster Ville Apartments is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5339224696,-1.280824,36.7832039
Lavington Hill House,Nairobi,Kenya,"Lavington Hill House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5339257287,-1.2806012,36.7800687
Magnolia Pine Bed & Breakfast,Nairobi,Kenya,"Magnolia Pine Bed & Breakfast is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5339267966,-1.2812699,36.7815215
"Hotel RiverView, Westlands",Nairobi,Kenya,"Hotel RiverView, Westlands is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5339369906,-1.267663,36.7994186
Alliance Hotel,Nairobi,Kenya,"Alliance Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5339380500,-1.264435,36.8010135
Red Ruby Hotel,Nairobi,Kenya,"Red Ruby Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5339423497,-1.2702599,36.8127319
The Zehneria Portico Nairobi,Nairobi,Kenya,"The Zehneria Portico Nairobi is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5340440368,-1.2585961,36.8003375
Ruchira,Nairobi,Kenya,"Ruchira is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5340597402,-1.2562872,36.8162854
The Concord Hotel,Nairobi,Kenya,"The Concord Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5340914881,-1.2545372,36.8155075
Bereri Ladies Hostels,Nairobi,Kenya,"Bereri Ladies Hostels is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5340968834,-1.2655995,36.818084
West Park Hotel,Nairobi,Kenya,"West Park Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5340994791,-1.2557155,36.8275187
